Census Region Code,Year,Age,Race,Deaths,Population,Crude Rate
CENS-R4,2003,25-34 years,American Indian or Alaska Native,54,228822,23.6
CENS-R4,2003,25-34 years,Asian or Pacific Islander,92,1105751,8.3
CENS-R4,2003,25-34 years,Black or African American,65,530595,12.3
CENS-R4,2003,25-34 years,White,1108,7613683,14.6
CENS-R4,2003,35-44 years,American Indian or Alaska Native,49,231165,21.2
CENS-R4,2003,35-44 years,Asian or Pacific Islander,70,1058031,6.6
CENS-R4,2003,35-44 years,Black or African American,40,573125,7
CENS-R4,2003,35-44 years,White,1514,8155858,18.6
CENS-R4,2003,45-54 years,American Indian or Alaska Native,12,181741,Unreliable
CENS-R4,2003,45-54 years,Asian or Pacific Islander,63,924702,6.8
CENS-R4,2003,45-54 years,Black or African American,31,453490,6.8
CENS-R4,2003,45-54 years,White,1531,7554403,20.3
CENS-R4,2003,55-64 years,Asian or Pacific Islander,37,561057,6.6
CENS-R4,2003,55-64 years,Black or African American,17,259370,Unreliable
CENS-R4,2003,55-64 years,White,933,5103727,18.3
CENS-R4,2003,65-74 years,Asian or Pacific Islander,23,367223,6.3
CENS-R4,2003,65-74 years,White,561,3213192,17.5
CENS-R4,2003,75-84 years,Asian or Pacific Islander,24,217582,11
CENS-R4,2003,75-84 years,White,578,2276031,25.4
CENS-R4,2003,85+ years,Asian or Pacific Islander,10,59939,Unreliable
CENS-R4,2003,85+ years,White,255,786713,32.4
CENS-R4,2004,5-14 years,White,58,7823775,0.7
CENS-R4,2004,15-24 years,American Indian or Alaska Native,81,308705,26.2
CENS-R4,2004,15-24 years,Asian or Pacific Islander,62,1017710,6.1
CENS-R4,2004,15-24 years,Black or African American,52,615797,8.4
CENS-R4,2004,15-24 years,White,937,7944602,11.8
CENS-R4,2004,25-34 years,American Indian or Alaska Native,65,235781,27.6
CENS-R4,2004,25-34 years,Asian or Pacific Islander,95,1132113,8.4
CENS-R4,2004,25-34 years,Black or African American,67,536595,12.5
CENS-R4,2004,25-34 years,White,1062,7623902,13.9
CENS-R4,2004,35-44 years,American Indian or Alaska Native,50,235069,21.3
CENS-R4,2004,35-44 years,Asian or Pacific Islander,75,1084768,6.9
CENS-R4,2004,35-44 years,Black or African American,45,571639,7.9
CENS-R4,2004,35-44 years,White,1461,8109442,18
CENS-R4,2004,45-54 years,American Indian or Alaska Native,26,190503,13.6
CENS-R4,2004,45-54 years,Asian or Pacific Islander,84,957742,8.8
CENS-R4,2004,45-54 years,Black or African American,43,470326,9.1
CENS-R4,2004,45-54 years,White,1624,7685697,21.1
CENS-R4,2004,55-64 years,Asian or Pacific Islander,43,604607,7.1
CENS-R4,2004,55-64 years,Black or African American,19,274205,Unreliable
CENS-R4,2004,55-64 years,White,976,5364449,18.2
CENS-R4,2004,65-74 years,Asian or Pacific Islander,30,378815,7.9
CENS-R4,2004,65-74 years,White,525,3261319,16.1
CENS-R4,2004,75-84 years,Asian or Pacific Islander,26,228099,11.4
CENS-R4,2004,75-84 years,White,555,2289872,24.2
CENS-R4,2004,85+ years,Asian or Pacific Islander,11,64387,Unreliable
CENS-R4,2004,85+ years,White,238,804700,29.6
CENS-R4,2005,5-14 years,White,54,7758353,0.7
CENS-R4,2005,15-24 years,American Indian or Alaska Native,74,321360,23
CENS-R4,2005,15-24 years,Asian or Pacific Islander,46,1038624,4.4
CENS-R4,2005,15-24 years,Black or African American,45,636493,7.1
CENS-R4,2005,15-24 years,White,943,8035682,11.7
CENS-R4,2005,25-34 years,American Indian or Alaska Native,56,243891,23
CENS-R4,2005,25-34 years,Asian or Pacific Islander,90,1158740,7.8
CENS-R4,2005,25-34 years,Black or African American,52,538344,9.7
CENS-R4,2005,25-34 years,White,1015,7621173,13.3
CENS-R4,2005,35-44 years,American Indian or Alaska Native,38,238968,15.9
CENS-R4,2005,35-44 years,Asian or Pacific Islander,74,1112803,6.6
CENS-R4,2005,35-44 years,Black or African American,43,571002,7.5
CENS-R4,2005,35-44 years,White,1394,8071995,17.3
CENS-R4,2005,45-54 years,American Indian or Alaska Native,23,200294,11.5
CENS-R4,2005,45-54 years,Asian or Pacific Islander,64,990776,6.5
CENS-R4,2005,45-54 years,Black or African American,38,488683,7.8
CENS-R4,2005,45-54 years,White,1663,7826988,21.2
CENS-R4,2005,55-64 years,Asian or Pacific Islander,47,652486,7.2
CENS-R4,2005,55-64 years,Black or African American,19,290241,Unreliable
CENS-R4,2005,55-64 years,White,984,5634448,17.5
CENS-R4,2005,65-74 years,Asian or Pacific Islander,23,393552,5.8
CENS-R4,2005,65-74 years,White,544,3316476,16.4
CENS-R4,2005,75-84 years,Asian or Pacific Islander,26,238479,10.9
CENS-R4,2005,75-84 years,White,582,2309581,25.2
CENS-R4,2005,85+ years,Asian or Pacific Islander,16,70664,Unreliable
CENS-R4,2005,85+ years,White,242,837230,28.9
CENS-R4,2006,5-14 years,White,46,7739403,0.6
CENS-R4,2006,15-24 years,American Indian or Alaska Native,90,332352,27.1
CENS-R4,2006,15-24 years,Asian or Pacific Islander,97,1057219,9.2
CENS-R4,2006,15-24 years,Black or African American,53,656436,8.1
CENS-R4,2006,15-24 years,White,943,8106779,11.6
CENS-R4,2006,25-34 years,American Indian or Alaska Native,53,253875,20.9
CENS-R4,2006,25-34 years,Asian or Pacific Islander,95,1191423,8
CENS-R4,2006,25-34 years,Black or African American,51,547380,9.3
CENS-R4,2006,25-34 years,White,1019,7674754,13.3
CENS-R4,2006,35-44 years,American Indian or Alaska Native,42,243623,17.2
CENS-R4,2006,35-44 years,Asian or Pacific Islander,75,1147023,6.5
CENS-R4,2006,35-44 years,Black or African American,52,571588,9.1
CENS-R4,2006,35-44 years,White,1373,8026980,17.1
CENS-R4,2006,45-54 years,American Indian or Alaska Native,21,209419,10
CENS-R4,2006,45-54 years,Asian or Pacific Islander,70,1024556,6.8
CENS-R4,2006,45-54 years,Black or African American,41,505770,8.1
CENS-R4,2006,45-54 years,White,1672,7955019,21
CENS-R4,2006,55-64 years,American Indian or Alaska Native,12,122450,Unreliable
CENS-R4,2006,55-64 years,Asian or Pacific Islander,45,695760,6.5
CENS-R4,2006,55-64 years,Black or African American,18,306545,Unreliable
CENS-R4,2006,55-64 years,White,1075,5895934,18.2
CENS-R4,2006,65-74 years,Asian or Pacific Islander,27,408473,6.6
CENS-R4,2006,65-74 years,White,553,3387299,16.3
CENS-R4,2006,75-84 years,Asian or Pacific Islander,21,247552,8.5
CENS-R4,2006,75-84 years,White,544,2308477,23.6
CENS-R4,2006,85+ years,White,261,873313,29.9
CENS-R4,2007,5-14 years,White,28,7716097,0.4
CENS-R4,2007,15-24 years,American Indian or Alaska Native,67,342771,19.5
CENS-R4,2007,15-24 years,Asian or Pacific Islander,89,1079723,8.2
CENS-R4,2007,15-24 years,Black or African American,52,673603,7.7
CENS-R4,2007,15-24 years,White,853,8153912,10.5
CENS-R4,2007,25-34 years,American Indian or Alaska Native,59,264832,22.3
CENS-R4,2007,25-34 years,Asian or Pacific Islander,83,1210707,6.9
CENS-R4,2007,25-34 years,Black or African American,64,556703,11.5
CENS-R4,2007,25-34 years,White,1152,7748955,14.9
CENS-R4,2007,35-44 years,American Indian or Alaska Native,43,247455,17.4
CENS-R4,2007,35-44 years,Asian or Pacific Islander,93,1178065,7.9
CENS-R4,2007,35-44 years,Black or African American,60,566413,10.6
CENS-R4,2007,35-44 years,White,1425,7931749,18
CENS-R4,2007,45-54 years,American Indian or Alaska Native,32,219688,14.6
CENS-R4,2007,45-54 years,Asian or Pacific Islander,97,1056876,9.2
CENS-R4,2007,45-54 years,Black or African American,47,523012,9
CENS-R4,2007,45-54 years,White,1860,8052251,23.1
CENS-R4,2007,55-64 years,American Indian or Alaska Native,14,130512,Unreliable
CENS-R4,2007,55-64 years,Asian or Pacific Islander,49,739914,6.6
CENS-R4,2007,55-64 years,Black or African American,21,320745,6.5
CENS-R4,2007,55-64 years,White,1283,6133593,20.9
CENS-R4,2007,65-74 years,Asian or Pacific Islander,28,425924,6.6
CENS-R4,2007,65-74 years,White,562,3492768,16.1
CENS-R4,2007,75-84 years,Asian or Pacific Islander,33,255178,12.9
CENS-R4,2007,75-84 years,White,522,2303100,22.7
CENS-R4,2007,85+ years,Asian or Pacific Islander,13,82224,Unreliable
CENS-R4,2007,85+ years,White,248,910915,27.2
CENS-R4,2008,5-14 years,American Indian or Alaska Native,11,328155,Unreliable
CENS-R4,2008,5-14 years,White,42,7731780,0.5
CENS-R4,2008,15-24 years,American Indian or Alaska Native,95,351115,27.1
CENS-R4,2008,15-24 years,Asian or Pacific Islander,68,1106929,6.1
CENS-R4,2008,15-24 years,Black or African American,65,691775,9.4
CENS-R4,2008,15-24 years,White,902,8197333,11
CENS-R4,2008,25-34 years,American Indian or Alaska Native,57,277727,20.5
CENS-R4,2008,25-34 years,Asian or Pacific Islander,97,1225106,7.9
CENS-R4,2008,25-34 years,Black or African American,56,572132,9.8
CENS-R4,2008,25-34 years,White,1047,7860067,13.3
CENS-R4,2008,35-44 years,American Indian or Alaska Native,46,251576,18.3
CENS-R4,2008,35-44 years,Asian or Pacific Islander,76,1204191,6.3
CENS-R4,2008,35-44 years,Black or African American,50,560993,8.9
CENS-R4,2008,35-44 years,White,1410,7827729,18
CENS-R4,2008,45-54 years,American Indian or Alaska Native,26,228809,11.4
CENS-R4,2008,45-54 years,Asian or Pacific Islander,93,1090546,8.5
CENS-R4,2008,45-54 years,Black or African American,52,537696,9.7
CENS-R4,2008,45-54 years,White,1975,8112851,24.3
CENS-R4,2008,55-64 years,American Indian or Alaska Native,12,139303,Unreliable
CENS-R4,2008,55-64 years,Asian or Pacific Islander,63,787378,8
CENS-R4,2008,55-64 years,Black or African American,26,336217,7.7
CENS-R4,2008,55-64 years,White,1399,6340238,22.1
CENS-R4,2008,65-74 years,Asian or Pacific Islander,40,443275,9
CENS-R4,2008,65-74 years,Black or African American,16,181034,Unreliable
CENS-R4,2008,65-74 years,White,642,3663107,17.5
CENS-R4,2008,75-84 years,Asian or Pacific Islander,26,264096,9.8
CENS-R4,2008,75-84 years,White,535,2297837,23.3
CENS-R4,2008,85+ years,Asian or Pacific Islander,11,88952,Unreliable
CENS-R4,2008,85+ years,White,248,944380,26.3
CENS-R4,2009,5-14 years,White,48,7770239,0.6
CENS-R4,2009,15-24 years,American Indian or Alaska Native,92,358447,25.7
CENS-R4,2009,15-24 years,Asian or Pacific Islander,74,1132933,6.5
CENS-R4,2009,15-24 years,Black or African American,51,708112,7.2
CENS-R4,2009,15-24 years,White,927,8210441,11.3
CENS-R4,2009,25-34 years,American Indian or Alaska Native,62,291064,21.3
CENS-R4,2009,25-34 years,Asian or Pacific Islander,98,1235629,7.9
CENS-R4,2009,25-34 years,Black or African American,55,587582,9.4
CENS-R4,2009,25-34 years,White,1144,7960620,14.4
CENS-R4,2009,35-44 years,American Indian or Alaska Native,43,255545,16.8
CENS-R4,2009,35-44 years,Asian or Pacific Islander,90,1228210,7.3
CENS-R4,2009,35-44 years,Black or African American,54,555046,9.7
CENS-R4,2009,35-44 years,White,1462,7717595,18.9
CENS-R4,2009,45-54 years,American Indian or Alaska Native,34,238475,14.3
CENS-R4,2009,45-54 years,Asian or Pacific Islander,107,1119958,9.6
CENS-R4,2009,45-54 years,Black or African American,48,551138,8.7
CENS-R4,2009,45-54 years,White,2025,8145652,24.9
CENS-R4,2009,55-64 years,American Indian or Alaska Native,17,148847,Unreliable
CENS-R4,2009,55-64 years,Asian or Pacific Islander,87,833761,10.4
CENS-R4,2009,55-64 years,Black or African American,23,353804,6.5
CENS-R4,2009,55-64 years,White,1509,6578879,22.9
CENS-R4,2009,65-74 years,Asian or Pacific Islander,43,464902,9.2
CENS-R4,2009,65-74 years,Black or African American,12,187624,Unreliable
CENS-R4,2009,65-74 years,White,708,3825304,18.5
CENS-R4,2009,75-84 years,Asian or Pacific Islander,29,271952,10.7
CENS-R4,2009,75-84 years,White,519,2293560,22.6
CENS-R4,2009,85+ years,Asian or Pacific Islander,18,96102,Unreliable
CENS-R4,2009,85+ years,White,241,980886,24.6
CENS-R4,2010,5-14 years,American Indian or Alaska Native,11,350817,Unreliable
CENS-R4,2010,5-14 years,White,60,7809621,0.8
CENS-R4,2010,15-24 years,American Indian or Alaska Native,100,362340,27.6
CENS-R4,2010,15-24 years,Asian or Pacific Islander,91,1152930,7.9
CENS-R4,2010,15-24 years,Black or African American,63,717853,8.8
CENS-R4,2010,15-24 years,White,950,8204792,11.6
CENS-R4,2010,25-34 years,American Indian or Alaska Native,60,301253,19.9
CENS-R4,2010,25-34 years,Asian or Pacific Islander,121,1239542,9.8
CENS-R4,2010,25-34 years,Black or African American,57,598298,9.5
CENS-R4,2010,25-34 years,White,1216,8017834,15.2
CENS-R4,2010,35-44 years,American Indian or Alaska Native,41,259156,15.8
CENS-R4,2010,35-44 years,Asian or Pacific Islander,94,1247464,7.5
CENS-R4,2010,35-44 years,Black or African American,59,549304,10.7
CENS-R4,2010,35-44 years,White,1434,7661662,18.7
CENS-R4,2010,45-54 years,American Indian or Alaska Native,38,245127,15.5
CENS-R4,2010,45-54 years,Asian or Pacific Islander,99,1138645,8.7
CENS-R4,2010,45-54 years,Black or African American,48,559924,8.6
CENS-R4,2010,45-54 years,White,1962,8143436,24.1
CENS-R4,2010,55-64 years,American Indian or Alaska Native,15,156373,Unreliable
CENS-R4,2010,55-64 years,Asian or Pacific Islander,86,871594,9.9
CENS-R4,2010,55-64 years,Black or African American,28,370758,7.6
CENS-R4,2010,55-64 years,White,1639,6773202,24.2
CENS-R4,2010,65-74 years,Asian or Pacific Islander,42,481731,8.7
CENS-R4,2010,65-74 years,White,751,3937736,19.1
CENS-R4,2010,75-84 years,Asian or Pacific Islander,27,278782,9.7
CENS-R4,2010,75-84 years,Black or African American,12,94834,Unreliable
CENS-R4,2010,75-84 years,White,531,2302940,23.1
CENS-R4,2010,85+ years,Asian or Pacific Islander,16,101876,Unreliable
CENS-R4,2010,85+ years,White,269,1004639,26.8
CENS-R4,2011,5-14 years,White,67,7818093,0.9
CENS-R4,2011,15-24 years,American Indian or Alaska Native,93,366026,25.4
CENS-R4,2011,15-24 years,Asian or Pacific Islander,84,1148419,7.3
CENS-R4,2011,15-24 years,Black or African American,68,735347,9.2
CENS-R4,2011,15-24 years,White,997,8268941,12.1
CENS-R4,2011,25-34 years,American Indian or Alaska Native,54,309339,17.5
CENS-R4,2011,25-34 years,Asian or Pacific Islander,106,1265355,8.4
CENS-R4,2011,25-34 years,Black or African American,75,618407,12.1
CENS-R4,2011,25-34 years,White,1317,8152399,16.2
CENS-R4,2011,35-44 years,American Indian or Alaska Native,57,260152,21.9
CENS-R4,2011,35-44 years,Asian or Pacific Islander,121,1268123,9.5
CENS-R4,2011,35-44 years,Black or African American,54,546557,9.9
CENS-R4,2011,35-44 years,White,1439,7624710,18.9
CENS-R4,2011,45-54 years,American Indian or Alaska Native,39,248454,15.7
CENS-R4,2011,45-54 years,Asian or Pacific Islander,93,1152458,8.1
CENS-R4,2011,45-54 years,Black or African American,39,562013,6.9
CENS-R4,2011,45-54 years,White,1975,8070152,24.5
CENS-R4,2011,55-64 years,American Indian or Alaska Native,14,168067,Unreliable
CENS-R4,2011,55-64 years,Asian or Pacific Islander,87,923858,9.4
CENS-R4,2011,55-64 years,Black or African American,29,394672,7.3
CENS-R4,2011,55-64 years,White,1644,7047639,23.3
CENS-R4,2011,65-74 years,Asian or Pacific Islander,43,510877,8.4
CENS-R4,2011,65-74 years,Black or African American,11,199472,Unreliable
CENS-R4,2011,65-74 years,White,757,4120777,18.4
CENS-R4,2011,75-84 years,Asian or Pacific Islander,34,291482,11.7
CENS-R4,2011,75-84 years,White,517,2329887,22.2
CENS-R4,2011,85+ years,White,274,1053471,26
CENS-R4,2012,5-14 years,White,60,7826087,0.8
CENS-R4,2012,15-24 years,American Indian or Alaska Native,96,366060,26.2
CENS-R4,2012,15-24 years,Asian or Pacific Islander,88,1173965,7.5
CENS-R4,2012,15-24 years,Black or African American,64,746594,8.6
CENS-R4,2012,15-24 years,White,968,8276481,11.7
CENS-R4,2012,25-34 years,American Indian or Alaska Native,87,313713,27.7
CENS-R4,2012,25-34 years,Asian or Pacific Islander,111,1310763,8.5
CENS-R4,2012,25-34 years,Black or African American,91,636737,14.3
CENS-R4,2012,25-34 years,White,1361,8212631,16.6
CENS-R4,2012,35-44 years,American Indian or Alaska Native,55,262384,21
CENS-R4,2012,35-44 years,Asian or Pacific Islander,100,1299156,7.7
CENS-R4,2012,35-44 years,Black or African American,51,550526,9.3
CENS-R4,2012,35-44 years,White,1438,7623003,18.9
CENS-R4,2012,45-54 years,American Indian or Alaska Native,43,248468,17.3
CENS-R4,2012,45-54 years,Asian or Pacific Islander,106,1170708,9.1
CENS-R4,2012,45-54 years,Black or African American,57,563000,10.1
CENS-R4,2012,45-54 years,White,2023,7975591,25.4
CENS-R4,2012,55-64 years,American Indian or Alaska Native,20,174722,11.4
CENS-R4,2012,55-64 years,Asian or Pacific Islander,86,961337,8.9
CENS-R4,2012,55-64 years,Black or African American,28,412128,6.8
CENS-R4,2012,55-64 years,White,1740,7131789,24.4
CENS-R4,2012,65-74 years,American Indian or Alaska Native,10,85130,Unreliable
CENS-R4,2012,65-74 years,Asian or Pacific Islander,43,547097,7.9
CENS-R4,2012,65-74 years,Black or African American,10,210832,Unreliable
CENS-R4,2012,65-74 years,White,796,4423411,18
CENS-R4,2012,75-84 years,Asian or Pacific Islander,28,303435,9.2
CENS-R4,2012,75-84 years,White,545,2359279,23.1
CENS-R4,2012,85+ years,Asian or Pacific Islander,10,123159,Unreliable
CENS-R4,2012,85+ years,White,277,1078768,25.7
CENS-R4,2013,5-14 years,White,80,7847305,1
CENS-R4,2013,15-24 years,American Indian or Alaska Native,99,364655,27.1
CENS-R4,2013,15-24 years,Asian or Pacific Islander,107,1170250,9.1
CENS-R4,2013,15-24 years,Black or African American,62,750880,8.3
CENS-R4,2013,15-24 years,White,1022,8269982,12.4
CENS-R4,2013,25-34 years,American Indian or Alaska Native,81,320915,25.2
CENS-R4,2013,25-34 years,Asian or Pacific Islander,125,1356238,9.2
CENS-R4,2013,25-34 years,Black or African American,77,657081,11.7
CENS-R4,2013,25-34 years,White,1358,8308474,16.3
CENS-R4,2013,35-44 years,American Indian or Alaska Native,52,264325,19.7
CENS-R4,2013,35-44 years,Asian or Pacific Islander,98,1316290,7.4
CENS-R4,2013,35-44 years,Black or African American,55,553635,9.9
CENS-R4,2013,35-44 years,White,1381,7627086,18.1
CENS-R4,2013,45-54 years,American Indian or Alaska Native,47,248325,18.9
CENS-R4,2013,45-54 years,Asian or Pacific Islander,96,1186351,8.1
CENS-R4,2013,45-54 years,Black or African American,52,559320,9.3
CENS-R4,2013,45-54 years,White,1883,7882967,23.9
CENS-R4,2013,55-64 years,American Indian or Alaska Native,19,182019,Unreliable
CENS-R4,2013,55-64 years,Asian or Pacific Islander,63,993921,6.3
CENS-R4,2013,55-64 years,Black or African American,35,427503,8.2
CENS-R4,2013,55-64 years,White,1732,7239612,23.9
CENS-R4,2013,65-74 years,Asian or Pacific Islander,39,587581,6.6
CENS-R4,2013,65-74 years,Black or African American,15,223855,Unreliable
CENS-R4,2013,65-74 years,White,921,4688493,19.6
CENS-R4,2013,75-84 years,Asian or Pacific Islander,18,315704,Unreliable
CENS-R4,2013,75-84 years,White,579,2404674,24.1
CENS-R4,2013,85+ years,White,326,1096561,29.7
CENS-R4,2014,5-14 years,White,88,7834714,1.1
CENS-R4,2014,15-24 years,American Indian or Alaska Native,78,362850,21.5
CENS-R4,2014,15-24 years,Asian or Pacific Islander,113,1180705,9.6
CENS-R4,2014,15-24 years,Black or African American,65,756576,8.6
CENS-R4,2014,15-24 years,White,1034,8245818,12.5
CENS-R4,2014,25-34 years,American Indian or Alaska Native,79,328641,24
CENS-R4,2014,25-34 years,Asian or Pacific Islander,123,1423233,8.6
CENS-R4,2014,25-34 years,Black or African American,73,686905,10.6
CENS-R4,2014,25-34 years,White,1435,8430623,17
CENS-R4,2014,35-44 years,American Indian or Alaska Native,53,267453,19.8
CENS-R4,2014,35-44 years,Asian or Pacific Islander,95,1348898,7
CENS-R4,2014,35-44 years,Black or African American,51,562216,9.1
CENS-R4,2014,35-44 years,White,1531,7654402,20
CENS-R4,2014,45-54 years,American Indian or Alaska Native,28,249624,11.2
CENS-R4,2014,45-54 years,Asian or Pacific Islander,123,1221915,10.1
CENS-R4,2014,45-54 years,Black or African American,44,558793,7.9
CENS-R4,2014,45-54 years,White,1939,7859033,24.7
CENS-R4,2014,55-64 years,American Indian or Alaska Native,16,189255,Unreliable
CENS-R4,2014,55-64 years,Asian or Pacific Islander,83,1032653,8
CENS-R4,2014,55-64 years,Black or African American,30,443075,6.8
CENS-R4,2014,55-64 years,White,1829,7366429,24.8
CENS-R4,2014,65-74 years,Asian or Pacific Islander,47,635060,7.4
CENS-R4,2014,65-74 years,Black or African American,11,236307,Unreliable
CENS-R4,2014,65-74 years,White,1012,4933768,20.5
CENS-R4,2014,75-84 years,Asian or Pacific Islander,30,331645,9
CENS-R4,2014,75-84 years,White,640,2463531,26
CENS-R4,2014,85+ years,Asian or Pacific Islander,16,143996,Unreliable
CENS-R4,2014,85+ years,White,363,1120852,32.4
CENS-R4,2015,5-14 years,Black or African American,10,692368,Unreliable
CENS-R4,2015,5-14 years,White,93,7821299,1.2
CENS-R4,2015,15-24 years,American Indian or Alaska Native,95,359801,26.4
CENS-R4,2015,15-24 years,Asian or Pacific Islander,144,1189625,12.1
CENS-R4,2015,15-24 years,Black or African American,86,751269,11.4
CENS-R4,2015,15-24 years,White,1154,8198294,14.1
CENS-R4,2015,25-34 years,American Indian or Alaska Native,89,335531,26.5
CENS-R4,2015,25-34 years,Asian or Pacific Islander,128,1488069,8.6
CENS-R4,2015,25-34 years,Black or African American,67,716528,9.4
CENS-R4,2015,25-34 years,White,1525,8550134,17.8
CENS-R4,2015,35-44 years,American Indian or Alaska Native,55,271100,20.3
CENS-R4,2015,35-44 years,Asian or Pacific Islander,95,1378386,6.9
CENS-R4,2015,35-44 years,Black or African American,58,570557,10.2
CENS-R4,2015,35-44 years,White,1526,7680867,19.9
CENS-R4,2015,45-54 years,American Indian or Alaska Native,47,249704,18.8
CENS-R4,2015,45-54 years,Asian or Pacific Islander,103,1252090,8.2
CENS-R4,2015,45-54 years,Black or African American,48,557788,8.6
CENS-R4,2015,45-54 years,White,1898,7831750,24.2
CENS-R4,2015,55-64 years,American Indian or Alaska Native,13,197074,Unreliable
CENS-R4,2015,55-64 years,Asian or Pacific Islander,89,1069140,8.3
CENS-R4,2015,55-64 years,Black or African American,32,459639,7
CENS-R4,2015,55-64 years,White,1815,7496761,24.2
CENS-R4,2015,65-74 years,Asian or Pacific Islander,53,682366,7.8
CENS-R4,2015,65-74 years,Black or African American,11,249627,Unreliable
CENS-R4,2015,65-74 years,White,1023,5172641,19.8
CENS-R4,2015,75-84 years,Asian or Pacific Islander,41,346490,11.8
CENS-R4,2015,75-84 years,White,624,2522868,24.7
CENS-R4,2015,85+ years,Asian or Pacific Islander,18,154315,Unreliable
CENS-R4,2015,85+ years,White,330,1145248,28.8
CENS-R4,2016,5-14 years,White,89,7827741,1.1
CENS-R4,2016,15-24 years,American Indian or Alaska Native,95,356322,26.7
CENS-R4,2016,15-24 years,Asian or Pacific Islander,139,1190277,11.7
CENS-R4,2016,15-24 years,Black or African American,82,737028,11.1
CENS-R4,2016,15-24 years,White,1136,8116988,14
CENS-R4,2016,25-34 years,American Indian or Alaska Native,115,342681,33.6
CENS-R4,2016,25-34 years,Asian or Pacific Islander,141,1533497,9.2
CENS-R4,2016,25-34 years,Black or African American,109,733915,14.9
CENS-R4,2016,25-34 years,White,1542,8660854,17.8
CENS-R4,2016,35-44 years,American Indian or Alaska Native,54,274628,19.7
CENS-R4,2016,35-44 years,Asian or Pacific Islander,125,1388977,9
CENS-R4,2016,35-44 years,Black or African American,58,574514,10.1
CENS-R4,2016,35-44 years,White,1549,7690031,20.1
CENS-R4,2016,45-54 years,American Indian or Alaska Native,32,249750,12.8
CENS-R4,2016,45-54 years,Asian or Pacific Islander,97,1268144,7.6
CENS-R4,2016,45-54 years,Black or African American,44,555564,7.9
CENS-R4,2016,45-54 years,White,1887,7774371,24.3
CENS-R4,2016,55-64 years,American Indian or Alaska Native,28,203834,13.7
CENS-R4,2016,55-64 years,Asian or Pacific Islander,101,1088159,9.3
CENS-R4,2016,55-64 years,Black or African American,40,473139,8.5
CENS-R4,2016,55-64 years,White,1767,7596408,23.3
CENS-R4,2016,65-74 years,Asian or Pacific Islander,52,715298,7.3
CENS-R4,2016,65-74 years,Black or African American,14,262189,Unreliable
CENS-R4,2016,65-74 years,White,1133,5393917,21
CENS-R4,2016,75-84 years,Asian or Pacific Islander,28,357704,7.8
CENS-R4,2016,75-84 years,White,652,2592888,25.1
CENS-R4,2016,85+ years,Asian or Pacific Islander,20,162672,12.3
CENS-R4,2016,85+ years,White,317,1164977,27.2
CENS-R4,2017,5-14 years,Asian or Pacific Islander,14,1112086,Unreliable
CENS-R4,2017,5-14 years,Black or African American,10,697478,Unreliable
CENS-R4,2017,5-14 years,White,99,7832992,1.3
CENS-R4,2017,15-24 years,American Indian or Alaska Native,103,351410,29.3
CENS-R4,2017,15-24 years,Asian or Pacific Islander,161,1203411,13.4
CENS-R4,2017,15-24 years,Black or African American,100,728220,13.7
CENS-R4,2017,15-24 years,White,1283,8027769,16
CENS-R4,2017,25-34 years,American Indian or Alaska Native,111,350337,31.7
CENS-R4,2017,25-34 years,Asian or Pacific Islander,150,1591714,9.4
CENS-R4,2017,25-34 years,Black or African American,97,765056,12.7
CENS-R4,2017,25-34 years,White,1697,8794384,19.3
CENS-R4,2017,35-44 years,American Indian or Alaska Native,62,279818,22.2
CENS-R4,2017,35-44 years,Asian or Pacific Islander,104,1434864,7.2
CENS-R4,2017,35-44 years,Black or African American,66,590513,11.2
CENS-R4,2017,35-44 years,White,1578,7801760,20.2
CENS-R4,2017,45-54 years,American Indian or Alaska Native,48,249079,19.3
CENS-R4,2017,45-54 years,Asian or Pacific Islander,113,1306529,8.6
CENS-R4,2017,45-54 years,Black or African American,64,553359,11.6
CENS-R4,2017,45-54 years,White,1808,7691328,23.5
CENS-R4,2017,55-64 years,American Indian or Alaska Native,22,210679,10.4
CENS-R4,2017,55-64 years,Asian or Pacific Islander,92,1124395,8.2
CENS-R4,2017,55-64 years,Black or African American,35,487482,7.2
CENS-R4,2017,55-64 years,White,1820,7662454,23.8
CENS-R4,2017,65-74 years,Asian or Pacific Islander,63,762575,8.3
CENS-R4,2017,65-74 years,Black or African American,21,272228,7.7
CENS-R4,2017,65-74 years,White,1143,5571124,20.5
CENS-R4,2017,75-84 years,Asian or Pacific Islander,28,376139,7.4
CENS-R4,2017,75-84 years,White,675,2667814,25.3
CENS-R4,2017,85+ years,Asian or Pacific Islander,20,173087,11.6
CENS-R4,2017,85+ years,White,376,1163693,32.3
CENS-R4,2018,5-14 years,American Indian or Alaska Native,19,362551,Unreliable
CENS-R4,2018,5-14 years,White,120,7829835,1.5
CENS-R4,2018,15-24 years,American Indian or Alaska Native,116,348780,33.3
CENS-R4,2018,15-24 years,Asian or Pacific Islander,137,1217142,11.3
CENS-R4,2018,15-24 years,Black or African American,105,723685,14.5
CENS-R4,2018,15-24 years,White,1303,7987596,16.3
CENS-R4,2018,25-34 years,American Indian or Alaska Native,146,355299,41.1
CENS-R4,2018,25-34 years,Asian or Pacific Islander,149,1632357,9.1
CENS-R4,2018,25-34 years,Black or African American,117,794324,14.7
CENS-R4,2018,25-34 years,White,1659,8854537,18.7
CENS-R4,2018,35-44 years,American Indian or Alaska Native,60,285417,21
